From	To
Q9NRX5	57515
O60503	115
P56962	55014
Q6VY07	55690
O43583	8562
Q9UJM3	54206
Q96G23	29956
O95391	10569
Q9H7F0	79572
P78312	8603
Q9Y4G2	9842
P13807	2997
Q8NFA0	84669
Q13620	8450
Q9UH62	51566
Q14160	23513
Q9NXE8	54883
P52564	5608
Q5HYI7	345778
P25116	2149
Q6P5Q4	442721
Q9Y2K7	22992
Q8WYH8	84289
O60812	343069
Q71F56	23389
P19237	7135
Q7Z309	159090
Q5VST9	84033
Q2V2M9	80206
Q8NE79	11149
Q49MG5	79884
Q92930	51762
O43818	9136
Q9NRH2	54861
P15336	1386
P20337	5865
O60333	23095
Q86U70	8861
O43493	10618
Q9NZU5	29995
P31629	3097
Q8IYM9	10346
Q9Y2H6	22862
Q9UBW7	7750
Q8N573	55074
P55036	5710
Q9Y3Q3	23423
Q7L1Q6	9689
Q9NWC5	55076
O14613	10435
O60315	9839
Q8NC44	79137
Q8N5G2	55219
P40855	5824
O15440	10057
P13535	4626
Q96RN5	51586
Q96HR8	92345
Q6P4E1	113201
O94913	51585
Q86SF2	51809
Q08999	5934
Q92628	9778
O60238	665
O14495	8613
Q08117	166
Q9UIG8	28232
Q14721	3745
P51659	3295
Q14694	9100
Q8WW12	57092
Q9NRY4	2909
Q9Y5T5	10600
Q92609	9779
P25098	156
O75449	11104
Q96Q15	23049
Q9BUA3	144097
Q14699	23180
Q13033	29966
P57679	2121
P17181	3454
Q8WWI1	4008
Q9UPN7	22870
P14868	1615
O95677	2070
Q08431	4240
P17301	3673
Q8N5F7	79576
Q07866	3831
Q14157	9898
Q9NZB2	23196
Q99567	4927
Q13625	7159
Q9Y6M4	1456
P09543	1267
P23470	5793
P30086	5037
Q9NS62	55901
Q5TBA9	10129
Q9Y2L5	22878
Q96PZ0	54517
Q5SYE7	57224
Q8TDY4	55616
Q9Y5K6	23607
Q9BWW4	23648
P81877	23635
Q8N1F8	114790
Q96AT1	57456
Q12983	664
Q53EL6	27250
O94763	8725
Q8TDR0	26146
O75592	23077
O00522	889
Q6ZWT7	129642
Q96Q45	65062
Q13203	4608
P49790	9972
Q9Y385	51465
Q86XJ1	283431
Q15717	1994
Q96T58	23013
Q9H8M9	84141
Q13480	2549
Q92734	10342
Q9NW97	55092
Q92598	10808
Q9UKK3	143
P54727	5887
Q96FW1	55611
O75400	55660
Q8WX93	23022
Q7Z3E5	80210
P60174	7167
O75475	11168
Q9BVG4	51260
Q9C0H5	80728
P13797	5358
Q9UHD8	10801
P54259	1822
Q9BSL1	10422
Q9BZZ5	8539
Q01433	271
Q6P3W7	55681
Q2M2Z5	55857
P40818	9101
Q03701	10153
Q6IC98	23151
O15173	10424
Q9Y570	51400
Q8NEY8	51535
Q8IYU2	57531
O75382	10612
Q9NRG0	54108
Q8NHQ9	57696
Q9NZM3	50618
Q8TCJ2	201595
P28827	5797
Q93052	4026
P16383	6936
P30533	4043
Q92688	10541
O43314	23262
Q8NFH8	9185
Q05682	800
Q96KP1	55770
Q92738	9712
Q7Z6J0	57630
Q14289	2185
Q9P227	57636
Q86XR7	100302736
Q86XR7	353376
Q9Y2K2	23387
Q92769	3066
P62805	121504
P62805	554313
P62805	8294
P62805	8359
P62805	8360
P62805	8361
P62805	8362
P62805	8363
P62805	8364
P62805	8365
P62805	8366
P62805	8367
P62805	8368
P62805	8370
P16333	4690
O94808	9945
Q12791	3778
P56945	9564
Q9UK59	51163
Q9Y2U5	10746
Q9NZL6	23179
O75815	8412
Q6ZS30	65065
Q9H7D7	80232
P11171	2035
Q8IW52	139065
P35222	1499
Q9Y4F9	9750
O43318	6885
P41208	1069
A2RRP1	51594
Q16825	11099
P20020	490
O00505	3839
Q9UPN4	22994
Q68EM7	55114
Q9C040	23321
P55198	4302
Q7Z5K2	23063
Q96PU4	115426
Q5VWG9	83860
P57682	51274
Q8IZ21	65979
Q12996	1479
Q9BTL3	83640
E9PB15	100885848
O15047	9739
Q96T17	256714
Q9BZX2	7371
O00410	3843
Q13905	2889
Q9BY89	85379
Q9BZF9	55075
Q9UL01	29940
Q09161	4686
P18754	1104
Q15287	10921
Q86W92	8496
Q14669	9320
O94880	9678
Q7Z2E3	54840
Q96L34	57787
Q92466	1643
Q86VX9	84315
Q5VZK9	55604
Q7RTP6	57553
Q9BUQ8	9416
Q4G0J3	51574
Q9UJF2	9462
P42696	23029
Q9UKJ3	23131
Q96B36	84335
O95232	51747
Q9ULV3	25792
Q9C0B1	79068
Q14C86	26130
O60343	9882
Q9BRS8	55323
P22087	2091
Q96II8	84859
P50548	2077
Q01650	8140
Q8N2F6	83787
Q92934	572
Q96GP6	91179
P50542	5830
Q9UKF7	26207
Q9GZM8	81565
O15056	8871
Q7LBC6	51780
Q86YV5	157285
Q9Y3M2	25776
Q9H2K8	51347
O60930	246243
Q9HC56	5101
O75140	9681
Q8N111	51286
P05556	3688
P51825	4299
Q86X02	30850
Q8NG08	92797
Q9H2L5	83937
Q6IQ26	23258
Q9UBF8	5298
Q96FJ0	57559
P15884	6925
Q07960	392
O94992	10614
Q9UPN9	51592
P08865	3921
O15013	9639
Q16637	6606
Q16637	6607
Q15884	9413
Q9Y608	9209
O00470	4211
Q9BQK8	64900
Q6ZUT9	160518
Q9Y2H2	22876
P43005	6505
Q4AC94	26005
Q99958	2303
O15234	22794
Q6PID6	23548
O94827	57449
P30279	894
O75153	23277
Q9Y3R5	9980
Q7Z5P9	283463
P52701	2956
Q9UN42	23439
P63316	7134
P43007	6509
Q76N32	23177
Q96PL5	114625
A7KAX9	9743
Q08211	1660
Q9Y2D5	445815
P48444	372
Q9NSY1	55589
Q14112	22795
O75044	23380
Q5JTV8	26092
Q13362	5527
Q14738	5528
Q9NRA0	56848
P43121	4162
Q9BXK5	23786
Q5HYW2	340527
Q9Y2D4	23233
Q66GS9	9662
Q96L92	81609
Q15040	9929
Q9BYW2	29072
Q92574	7248
P08473	4311
O95297	9019
P40227	908
Q9NQ75	57091
O15164	8805
Q5JXC2	60672
P78536	6868
P18206	7414
Q9P0U3	29843
Q27J81	64423
P09382	3956
Q3SY69	160428
Q5T5P2	56243
P27987	3707
Q96AQ6	57326
O75064	9909
P08651	4782
O60447	7813
Q96AJ1	23059
Q9H706	64762
P0CAP2	81488
P98082	1601
Q99523	6272
Q15555	10982
P40189	3572
Q6ICG6	23313
Q2PPJ7	57186
O43293	1613
P40123	10486
O75971	10302
Q96QD8	54407
Q14938	4784
Q14684	23076
Q8TAT6	55666
Q96HP0	57572
Q9UBT2	10054
P62826	5901
O00429	10059
Q08170	6429
Q7Z422	26099
P28290	6744
Q6P3S1	163486
Q9UBM7	1717
Q7Z5H3	58504
Q8WWN8	64411
Q9HCH5	54843
Q8ND76	219771
Q96B18	147906
Q01970	5331
Q15075	8411
O75976	1362
Q9UBS9	51430
Q14764	9961
Q96NN9	150209
Q53HC0	80212
Q13185	11335
O15155	10282
Q9BZE9	79058
Q9Y2X7	28964
O95292	9217
Q9NQC7	1540
Q99650	9180
Q8NHQ8	11228
P18615	7936
Q92997	1857
Q8TEW0	56288
Q9H694	80114
Q53SF7	22837
Q99614	7265
Q5UIP0	55183
Q8N7R7	151195
Q9BZ71	83394
P06400	5925
Q9BWH2	65991
Q5T1M5	23307
P31321	5575
Q9P0V3	23677
Q8TDY8	57722
Q9Y4F1	10160
A2RU67	57613
Q9Y3Q8	81628
Q01130	6427
Q14774	3142
Q9Y6R4	4216
Q00653	4791
Q14242	6404
Q6P1R3	79684
P35658	8021
Q9BTE7	84259
Q92793	1387
Q9NP66	10363
Q7L804	22841
Q92540	9887
Q15036	9784
Q9BVC5	79074
P15056	673
Q9C0A6	55209
Q13129	6018
Q99759	4215
Q15139	5587
Q8WVT3	51112
A6NGB9	644150
Q5M775	92521
Q96JP5	80829
O00499	274
O60890	4983
Q8N6T3	55738
Q9NWQ4	55668
Q8TB45	64798
Q9HCU0	57124
Q8WY36	56987
Q9Y3C5	26994
P28370	6594
Q8N8S7	55740
Q9BZL4	54776
Q15776	7745
P10636	4137
P15880	6187
Q6VN20	57610
Q96F86	80153
Q9H0X4	83986
P23142	2192
Q9H063	84232
Q92900	5976
Q9Y4D2	747
Q96MT3	144165
Q9ULH1	50807
Q5JSL3	139818
Q9BYG3	84365
Q13164	5598
Q14185	1793
Q15751	8925
Q9P2T1	51292
Q9H0G5	84081
Q9H6S0	64848
Q96HH9	65983
P49918	1028
Q02543	6142
Q6ULP2	54812
Q3KR37	57476
Q8N7B6	133015
O43768	2029
P13716	210
Q13191	868
Q9BWG4	170463
Q9UGU5	10042
Q8WVR3	55262
Q15057	23527
Q6FI81	57019
Q12849	2926
Q96ER3	113174
Q96T83	84679
Q8N8E3	201134
Q96Q42	57679
Q13283	10146
Q8N4U5	255394
Q9Y5U2	10078
Q9UPT5	23265
Q8N568	166614
P50552	7408
Q9BZV2	80704
Q86WC4	28962
Q8IWT6	56262
Q7L0Y3	54931
Q2TBE0	143884
P62491	8766
O95394	5238
Q13522	5502
Q92521	9488
Q86WG5	81846
P24588	9495
Q9UN86	9908
Q96IZ0	5074
P68104	1915
Q6P995	165215
Q9Y6D6	10565
P20962	5763
Q12857	4774
Q8IVH8	8491
Q9UGI9	53632
Q9NUN5	55788
Q96C24	94121
Q9P270	57606
Q5HYK7	152503
Q8TB52	84085
Q6P6C2	54890
Q9UHI6	11218
Q9UBU9	10482
Q14141	23157
P55265	103
P63104	7534
Q8IWS0	84295
Q9UF11	58473
Q9H987	79933
Q86UU0	283149
Q13206	1662
Q8TEH3	57706
Q86UX7	83706
Q92859	4756
Q9NTX5	55862
P40425	5089
O00303	8665
Q9Y3D3	51021
Q15170	9338
Q9BQ70	22980
P13611	1462
Q9UJX6	29882
Q9HAV4	57510
Q8WZA1	55624
Q9UHK0	26747
Q9UEW8	27347
Q9BV40	8673
Q4KMP7	26000
Q8WVV9	92906
Q9NWS9	55663
O94864	9913
P05114	3150
Q8NCF5	84901
Q9UQK1	5507
P51809	6845
P10070	2736
Q9ULJ3	49854
Q9Y5P4	10087
Q86VP3	23241
Q7Z2K8	114787
B3KU38	100505385
Q9BQI5	84251
Q9Y2K3	22989
O43159	23378
Q15293	5954
Q9Y6N7	6091
Q7Z4Q2	55027
Q8IUD2	23085
Q96FV9	9984
Q9UPT8	23211
Q14202	9203
Q9H3P7	64746
O00712	4781
P37837	6888
P32519	1997
P18887	7515
Q9H3P2	7469
Q8IZP0	10006
Q9BPX3	64151
O95425	6840
Q9UPU5	23358
P49915	8833
Q9NW82	55100
B2RTY4	4649
Q9NVR2	55174
Q5JT25	347517
Q6PFW1	9677
Q04759	5588
Q9Y6M5	7779
Q9Y6I3	29924
Q9Y6Q9	8202
Q96A49	94056
Q9NQ66	23236
Q96DZ5	25999
O75385	8408
Q8NF91	23345
O60264	8467
P23634	493
Q9H5H4	79724
Q9UNF0	11252
Q6P1Q9	55798
Q8N264	83478
O60669	9194
A4UGR9	129446
Q9UKK9	11164
Q9H7C4	81493
Q9NQZ2	57050
Q9H910	90861
P35580	4628
Q92541	23168
Q96MH2	124790
Q9Y2Q0	10396
Q86XL3	23141
Q2M389	23325
Q86UP3	79776
P51003	10914
Q9Y5J1	51096
P42356	5297
Q13188	6788
Q8TDX7	140609
Q9UBV2	6400
Q96MY1	140688
Q7KZI7	2011
O95104	57466
Q13009	7074
O95183	10791
P53814	6525
Q9H422	10114
Q6GYQ0	253959
Q9Y2G8	23341
Q7Z2W4	56829
P06576	506
Q8WUI4	51564
O15084	23243
Q16555	1808
Q13976	5592
Q13237	5593
Q8WXF7	51062
O94915	285527
P05186	249
P48651	9791
Q9UKX7	10762
Q6ZSS7	54842
Q5TF58	126917
Q8IXM2	124944
P56181	4731
O00244	475
P41250	2617
Q9P0P8	51250
Q9NWB7	55081
Q9BRK5	51150
Q96P16	55197
O95674	8760
Q07955	6426
Q9NPC6	51778
P14921	2113
O15258	11079
Q9BQE9	9275
P17936	3486
P30414	4820
P15260	3459
Q8IZ73	27079
Q86WR0	55246
Q12767	9772
O95644	4772
Q96E39	494115
P38159	27316
Q9ULL0	57481
P22681	867
P05067	351
O15357	3636
P16615	488
O95721	9342
Q96IG2	84961
Q9UKC9	25827
O14730	8780
Q92954	10216
Q9H013	8728
P17252	5578
O00299	1192
P11277	6710
Q8TD55	80301
Q8TEV9	140775
Q9Y2U8	23592
Q8WWQ0	55023
Q9NZ09	51271
Q9NV56	55257
P12277	1152
O14737	9141
Q16658	6624
Q12802	11214
Q7KZF4	27044
P35716	6664
Q6P9G4	201799
O95817	9531
Q9NQ84	55890
Q9Y606	80324
P42684	27
Q8IXJ6	22933
Q92945	8570
Q9Y666	10723
Q8IZL8	27043
O60488	2182
Q8N3C0	10973
Q9P2D3	54497
Q9BZC7	20
O75052	9722
O00443	5286
Q68DK2	23503
O14497	8289
Q06190	5523
Q9H6A9	399909
Q9ULT8	25831
Q16760	8527
Q96E09	116224
Q9Y3E7	100526767
Q9Y3E7	51652
Q8IZD0	201191
Q6UN15	81608
O95793	6780
Q8NC96	25977
P00338	3939
Q14151	9667
Q8N302	55109
Q9Y6Y8	11196
P18433	5786
Q7Z460	23332
Q7L2H7	10480
O00151	9124
P29972	358
O75369	2317
Q86VQ1	113263
Q14194	1400
Q6P1L5	150864
P51610	3054
P05023	476
O00418	29904
Q13433	25800
Q8WYQ5	54487
Q04323	51035
P62136	5499
Q14644	22821
Q9UBT7	8727
P00568	203
Q14192	2274
Q9C0H2	80727
Q9NYB0	54386
P83436	91949
Q13496	4534
P10301	6237
Q9NYL2	51776
P62140	5500
P46108	1398
P07947	7525
Q05D32	51496
P24928	5430
O60437	5493
Q96A57	29058
Q8TCZ2	83692
Q7Z3G6	166336
O94762	9400
Q8N9T8	65095
Q9NWW5	54982
Q15326	10771
Q5VZM2	10325
O95935	9096
Q8TDC3	84446
Q92630	8445
Q9BRK4	84445
Q86SQ6	84435
Q9UBB5	8932
P09496	1211
Q5PRF9	55095
Q9P2Q2	55691
Q15018	23172
Q9H4A6	64083
Q9P2G1	54467
Q9NZQ3	51517
Q86U86	55193
Q12988	8988
O00116	8540
Q9UKM9	22913
Q9H1K1	23479
P19532	7030
Q9BUU2	79091
Q8N350	255057
O60291	23295
Q9Y2J4	51421
Q9NSK0	89953
Q9ULQ0	57464
P41970	2004
O15127	10066
Q8N5S9	84254
Q29RF7	23244
A6NIX2	126374
P49768	5663
Q9UFC0	222229
O94819	9920
Q9HB09	83596
O95685	5509
Q9NWZ5	54963
O43290	9092
Q9NR34	57134
Q9Y2Y9	51621
Q96C19	79180
P09603	1435
O95402	9441
P34925	6259
O75569	8575
P78356	8396
Q9BU76	79169
Q96JK2	8816
Q7L3B6	55664
P29590	5371
Q9BRK3	54587
Q7Z406	79784
Q9NR19	55902
P56696	9132
Q8WU90	55854
Q2KJY2	55083
Q6ZUT6	388115
Q8IX15	57594
Q96PC5	4253
P38432	8161
Q9ULL8	57477
O75362	7764
P15923	6929
Q9UJW0	51164
Q9NY61	26574
Q96JY6	64236
P10916	4633
Q2YD98	57654
Q6IQ22	201475
Q9ULU8	8618
Q9H6H4	80346
Q03252	84823
Q6UWH4	51313
P20700	4001
Q9H6F5	79080
P09455	5947
Q8NDX6	283337
Q1RMZ1	154743
O95456	8624
O43861	374868
Q8NFJ5	9052
P78314	6452
Q9UBP6	4234
P46937	10413
Q7Z3C6	79065
Q8N8Z6	285761
Q9BSQ5	83605
Q9Y6D9	8379
Q9NQG6	54471
Q00987	4193
O14795	10497
P83731	6152
Q96MU7	91746
Q9H9D4	79797
Q9UIS9	4152
P55884	8662
Q9NR45	54187
Q8TC76	90362
Q6ZSY5	89801
Q96PE1	25960
O43516	7456
O14924	6002
P04637	7157
Q8N6T7	51548
Q07912	10188
O14545	10906
Q8NAC3	84818
P46940	8826
P48960	976
Q8N3E9	113026
O43822	755
Q96JN8	84461
O15417	84629
P04920	6522
Q9H4L5	26031
P11532	1756
Q9Y383	51631
Q14524	6331
Q86XP3	11325
Q9P2P5	57520
O15530	5170
O43306	112
Q9UKI2	10602
Q14153	9679
Q8IWZ3	404734
Q8IWZ3	54882
Q6EEV4	81488
O00459	5296
P46379	7917
Q9HA65	79735
Q86UW9	113878
Q15642	9322
O95801	7268
O94964	140710
P20749	602
Q0VG06	80233
Q86WR7	254427
Q15345	10489
Q86YR5	26086
Q9BUT9	84331
P02511	1410
Q8TAP8	221908
Q9UBS0	6199
Q8N137	116840
Q7Z7A4	54899
O00231	5717
P56524	9759
Q4L180	11259
Q9BRZ2	81844
Q96P48	116985
Q5C9Z4	64434
Q86X53	157697
Q13627	1859
Q99501	10634
P25325	4357
O00291	3092
O14558	126393
O60936	8996
P27708	790
Q7L7X3	57551
Q9H0K1	23235
A0A0B4J2F2	102724428
Q8IY26	403313
Q8TAF3	57599
P54578	9097
Q6NXT1	129138
Q8ND25	84937
Q9BVG9	81490
O60381	26959
Q969K3	80196
Q8WZ73	117584
O94826	9868
O75143	9776
Q99500	1903
Q9H0E3	79595
Q92543	399979
P15822	3096
P08913	150
Q9BZ23	80025
Q9BV36	79083
Q9UI08	51466
Q15477	6499
Q16513	5586
Q96SB3	84687
Q13614	8898
Q9NSU2	11277
A1L170	400793
P52735	7410
Q99653	11261
Q969Z0	9238
Q96GS4	54785
Q8N684	79869
Q9BXB5	114884
Q7L591	79930
Q96G74	55593
Q96S44	112858
P54725	5886
Q7Z4H7	54801
Q86TB9	219988
Q9BYX2	55357
O43524	2309
Q9BVN2	23623
Q9P275	57602
Q6PJI9	79726
Q96A73	57179
O00512	607
Q15131	8558
P17676	1051
Q9H1Z4	64743
P50613	1022
P42694	9931
Q147X3	122830
Q9Y259	1120
Q9H9J4	84132
Q9BTA9	51322
Q96PU8	9444
O43639	8440
P17275	3726
Q6DD88	25923
Q2VPK5	348180
Q13823	29889
O75794	8872
Q9Y2W2	51729
Q8IY17	10908
Q9H0X9	114879
Q96M96	121512
Q8NE62	55349
Q8IVM0	152137
Q9H3E2	83891
Q6ZW31	85360
Q9Y6G9	51143
Q96AM1	116535
Q92888	9138
Q15084	10130
Q58WW2	55827
P31942	3189
Q8NCP5	29068
P06241	2534
Q99816	7251
Q18PE1	285489
Q15361	7270
Q96EV8	84062
Q15696	8233
Q9P2N6	55683
P19419	2002
Q6PJF5	79651
P78504	182
Q96S90	388695
Q9BTK6	79447
Q96RL1	51720
Q6P158	90957
Q9P2D0	25998
Q8TBE0	22893
P49590	23438
Q86WN1	89848
Q70EK8	54532
Q6ZNE5	22863
Q6PJT7	79882
Q14517	2195
Q96S82	84993
Q5VWJ9	401548
Q96EY5	93343
Q6ZRP7	169714
P27348	10971
Q9UJY1	26353
O95782	160
O60516	8637
P49116	7182
Q9NPG3	29855
Q9UDY4	11080
O95758	9991
Q8NHG8	223082
Q96D46	51068
Q9NZJ4	26278
Q8IWU2	22853
Q96KR1	51663
Q9H6R7	80304
Q2TAM9	286319
Q96QR8	5814
Q14671	9698
A8MVW0	284069
O95490	23266
Q8N3K9	202333
Q8IWE5	23207
Q8NB14	84640
Q9HD20	57130
Q9HC78	26137
Q92623	23508
O95487	10427
P46109	1399
Q96CC6	64285
Q16706	4124
P57768	64089
Q07092	1307
P17812	1503
P36915	2794
P18031	5770
O00267	6829
Q6ZW76	124401
Q8NCJ5	84926
Q15417	1266
Q8WU17	11236
Q01201	5971
O75190	10049
Q96C57	64897
Q8IX01	10147
Q969R5	83746
Q9ULI3	57493
O14745	9368
Q6ZVH7	339768
P54253	6310
P17029	7586
O60884	10294
Q96D09	100528062
Q96D09	114928
Q9BVP2	26354
P10644	5573
P29317	1969
Q6TFL4	54800
Q13563	5311
O43150	8853
P51991	220988
Q9ULL4	5365
Q9NZ56	56776
Q99996	10142
Q9H6Y2	54853
P0C264	100130827
Q9NTJ3	10051
Q02156	5581
Q14195	1809
Q9NQ29	55692
Q01995	6876
Q9BUR4	55135
P13796	3936
Q96EI5	79921
P55291	1013
Q15007	9589
Q8TF74	147179
P78524	6764
Q9H6U6	54828
Q6P3S6	54455
O96019	86
Q01167	3607
Q13098	2873
Q9H8M2	65980
Q12986	4799
Q6UXF1	66000
Q92889	2072
Q86U06	55147
Q96GF1	91445
Q9UPX8	22941
P29353	6464
O95071	51366
O14950	103910
O14950	10627
P30050	6136
Q9P0B6	154467
P47756	832
Q8IUW3	124044
P0DJ93	221710
O60341	23028
Q13049	22954
Q16630	11052
Q92917	27238
P15151	5817
Q9NPE2	51335
Q96AY4	23331
Q9NQS1	57099
O60749	6643
Q96J84	55243
Q96PV6	114823
Q7Z333	23064
P06756	3685
Q9ULH7	57496
Q96PY6	4750
Q9Y2B1	10329
Q92615	23185
Q53GS9	10713
Q8WUQ7	58509
Q9Y2V2	23589
Q92841	10521
Q7Z589	56946
Q8NAF0	163033
Q6UY14	54507
Q96JE7	89866
Q9Y6P5	27244
Q9H4B6	60485
Q5T0N5	54874
O14980	7514
O43301	259217
Q969E8	90121
O95361	10626
Q02297	3084
Q7L8J4	80851
P61619	29927
Q13043	6789
Q9Y388	51634
O60292	23094
Q8WYP5	25909
Q76FK4	55035
Q68D10	144108
Q8NBU5	84896
Q09019	1762
Q969S2	252969
Q4G0F5	112936
Q9Y4P1	23192
O43488	8574
Q15233	4841
Q9Y3T6	203069
P61026	10890
Q13085	31
Q01664	7023
Q13618	8452
Q6MZQ0	79899
Q8IXT5	389677
Q8WXF1	55269
P50479	8572
P51149	7879
Q96S66	23155
Q13286	1201
P37173	7048
P18669	5223
Q9NYF3	51307
P78344	1982
Q9NRG9	8086
Q01196	861
Q13636	11031
O75508	5010
Q9H3S7	25930
Q4G0W2	285193
Q9UEG4	23361
Q15435	5510
Q5JU85	23096
P49674	102800317
P49674	1454
Q9NQ92	55352
Q5SRE5	23511
P48730	1453
Q96IF1	84962
Q5VTQ0	158219
O60678	10196
Q15582	7045
Q96ST3	25942
Q9NVN3	55188
Q7Z7N9	374395
P12111	1293
Q9P1Z2	57658
Q9HCL0	54510
Q7L4E1	84895
Q9BVT8	83590
O00541	23481
Q9HD26	57120
Q9H330	23731
Q9P212	51196
P21860	2065
Q9NQG7	89781
P22626	3181
P35555	2200
Q9NXC5	54468
Q99081	6938
Q9UJK0	115939
Q9ULL5	57479
P08621	6625
Q9BRQ0	90780
Q96LD4	91107
P30419	4836
Q9NZM4	29998
Q13144	8893
O94776	9219
Q96CP6	57655
Q6GQQ9	56957
Q9NXV6	55602
Q9Y6R9	729440
Q96RV3	22990
Q53GG5	27295
Q9NPQ8	60626
Q9NVS9	55163
Q9UEE5	9263
Q92994	2972
Q9Y6F6	10335
P52756	10181
Q9NRF2	25970
P83876	10907
P12268	3615
Q9NZN8	4848
Q5VT52	23248
P06733	2023
Q15758	6510
Q96A00	94274
Q96MG7	56160
Q13573	22938
P04792	3315
Q96KG7	84466
O14920	3551
Q7Z434	57506
Q8IZJ1	219699
Q13242	8683
Q9UIF9	11176
Q9H1I8	84164
Q8WXI9	57459
Q01813	5214
Q9BUJ2	11100
P11274	613
Q96SB4	6732
P0DPB5	51082
Q99623	11331
O60547	2762
P22694	5567
Q6UX71	84898
Q9Y6W5	10163
Q5VYS4	84935
Q9BUZ4	9618
Q32MK0	91807
O43847	4898
Q562E7	124997
Q13671	9610
O00562	9600
Q6PJG6	221927
P10398	369
Q6NWY9	25766
Q7L2E3	22907
Q99576	1831
P15408	2355
Q13613	8776
O95759	11138
Q2M1K9	23090
Q9H7P9	64857
O60565	26585
P45974	8078
P08240	6734
P0C7T5	342371
Q9NUY8	55773
P28066	5686
Q96G01	636
Q9P273	55714
O95633	10272
Q96LW7	84270
Q9H5N1	79874
Q8IZQ1	23001
P31948	10963
Q96S15	84219
Q9P2K8	440275
Q6XZF7	23268
P33527	4363
Q9BQ39	79009
Q53ET0	200186
P86791	221960
P86791	51622
O14641	1856
Q07889	6654
Q9Y4B6	9730
Q9P2K3	55758
Q96RY7	9742
Q8WXF0	135295
Q8N961	25841
Q9H7M9	64115
P53365	23647
Q9HBF4	53349
O75607	10360
Q9C0E2	64328
Q9HB19	59339
Q8NAV1	84950
Q8WVK2	11017
Q13642	2273
P98196	23250
Q14667	9703
P35499	6329
Q07954	4035
O60256	5636
Q86XN8	399664
Q9NR12	9260
O94921	5218
P16234	5156
O75157	9819
Q6ZU35	57482
O95210	8987
Q07352	677
Q9NYB9	10152
P27105	2040
Q13443	8754
P13984	2963
Q13547	3065
P27361	5595
Q9UD71	84152
P22234	10606
P16298	5532
Q5TDH0	84301
Q15831	6794
O60443	1687
P07741	353
Q16832	4921
Q9Y2S7	26073
O75161	261734
Q14137	23246
Q8IX21	55719
P12694	593
Q14156	23167
Q7Z2X4	55022
Q86T03	90809
Q9BSW2	84766
P35251	5981
P36578	6124
P13639	1938
Q9UM11	51343
P14859	5451
P18621	6139
Q9BZG1	83871
A1IGU5	389337
O60934	4683
O60701	7358
P49841	2932
Q9NTI2	51761
Q96J66	85320
Q6ZP82	285025
P08134	389
Q8WUX9	91782
O14867	571
Q03393	5805
P19174	5335
O75324	8303
Q86VF7	4892
Q9Y4K4	11183
Q5JWF2	2778
Q15063	10631
O75864	284352
P07437	203068
Q9UBP9	51454
Q16584	4296
Q15388	9804
Q9UGJ0	51422
Q00872	4604
O14494	8611
O94851	9645
O00444	10733
Q86TN4	83707
Q6ZRI6	56905
P56211	10776
Q8WX92	25920
P34741	6383
P36507	5605
P17096	3159
Q9Y597	51133
P48556	5714
Q9BWT3	64895
Q9BUH6	286257
O95149	10073
Q96A19	92922
Q96LY2	91409
Q15773	8079
Q2KHR2	64864
Q8TCG2	55300
Q8WXG6	8567
Q13057	80347
Q8N8G2	245806
O95980	8434
Q5T749	448834
Q9P013	51503
Q9P2E5	54480
P54821	5396
Q12841	11167
Q9Y2F5	23379
Q9P225	146754
O95873	57827
Q86US8	23293
Q99959	5318
Q96CB8	57117
Q08378	2802
Q9H3C7	79893
Q9P035	51495
Q12774	7984
Q9H3M7	10628
P38936	1026
Q86U90	79693
Q6UUV7	64784
Q9UNE7	10273
Q9NX74	54920
Q14573	3710
Q9C086	83444
Q14558	5635
O95248	6305
Q6ZV89	400745
Q9ULC8	29801
Q9NVM1	55194
P22105	7148
Q9P2H5	57558
Q8N6R0	51603
O00178	9567
Q9BZF2	114881
Q9H832	65264
Q96F44	81559
Q12769	23279
Q9HCM3	57670
Q9C004	81848
O60231	8449
P08648	3678
Q8N357	54978
Q8IY22	80790
Q5SQI0	79969
Q52LR7	26122
Q7L5A3	80256
A6ND36	644815
Q8N6N3	148423
Q9BU19	55657
Q15596	10499
P04626	2064
Q9NXH8	54863
Q96F63	90324
O75448	9862
O76024	7466
Q9ULF5	57181
Q5T8P6	64062
Q53EP0	64778
Q96K21	84936
Q13596	6642
P78317	6047
Q96BJ3	64853
Q53QV2	81606
Q9UPY5	23657
Q9UJ14	2686
Q14147	9704
Q9UP83	10466
Q9Y6C2	11117
P23508	4163
P63000	5879
Q9BRR9	64333
Q86X10	57148
P19838	4790
Q16514	6883
Q9ULP9	57465
Q7Z3B3	284058
Q6ZN04	84206
Q5U5Q3	51320
O95251	11143
Q5SQQ9	11023
P98198	57198
P62753	6194
Q9BZL6	25865
P19021	5066
O94842	9878
P55316	2290
Q9H270	55823
Q5T3F8	55362
Q99719	5413
Q5W0Z9	253832
Q99788	1240
O43896	10749
P27986	5295
P98160	3339
Q9HBM0	55591
Q02410	320
Q8IWV7	197131
Q09013	1760
Q8NE00	54868
P52272	4670
Q9Y365	10809
Q86UX6	282974
Q8NCE2	64419
O75335	8497
Q9BQ67	83743
Q9NY27	151987
Q13322	2887
O75665	8481
P54646	5563
Q13895	705
Q13546	8737
O76080	7763
A4D1P6	29062
Q9BYI3	84668
Q9UIK4	23604
Q99829	8904
Q9UPQ7	23024
Q9NRA2	26503
