From	To
Q6UUV9	CRTC1
P02751	FN1
P07199	CENPB
P30825	SLC7A1
Q15653	NFKBIB
P26641	EEF1G
Q96T60	PNKP
Q5T230	UTF1
Q02750	MAP2K1
Q6UVK1	CSPG4
Q06587	RING1
Q9UNN5	FAF1
Q9Y2I1	NISCH
O14936	CASK
Q9H9C1	VIPAS39
Q00610	CLTC
P51580	TPMT
P49810	PSEN2
Q5EBL4	RILPL1
Q9UPY8	MAPRE3
Q9BW91	NUDT9
Q6H8Q1	ABLIM2
Q96S97	MYADM
O00308	WWP2
O43474	KLF4
Q96QT6	PHF12
Q17R98	ZNF827
Q96A32	MYLPF
P10809	HSPD1
Q96I24	FUBP3
Q6BDS2	UHRF1BP1
Q5XUX1	FBXW9
O43930	PRKY
P28482	MAPK1
Q6ZU65	UBN2
Q6QNY0	BLOC1S3
Q15054	POLD3
O43439	CBFA2T2
Q9HC52	CBX8
Q96LR5	UBE2E2
Q9Y2D8	SSX2IP
Q16586	SGCA
Q06210	GFPT1
Q9Y4L1	HYOU1
Q9HCJ0	TNRC6C
Q8N392	ARHGAP18
O76061	STC2
Q9NQ55	PPAN
Q96I34	PPP1R16A
P51798	CLCN7
Q9Y2W3	SLC45A1
Q9NP87	POLM
O75170	PPP6R2
Q7KYR7	BTN2A1
O43194	GPR39
O95696	BRD1
Q96LT9	RNPC3
Q9BTE3	MCMBP
Q96JI7	SPG11
P08581	MET
P35749	MYH11
Q8N128	FAM177A1
P51151	RAB9A
Q8N5J2	MINDY1
Q8NCN4	RNF169
Q15365	PCBP1
Q8WVM8	SCFD1
Q9UKG1	APPL1
Q8TF42	UBASH3B
Q9HCE0	EPG5
P13994	YJU2B
Q24JP5	TMEM132A
Q5VTT5	MYOM3
Q6N075	MFSD5
Q6PK04	CCDC137
Q99575	POP1
Q9NUJ3	TCP11L1
Q9NVZ3	NECAP2
P46527	CDKN1B
Q96C92	ENTR1
Q96JM2	ZNF462
P52747	ZNF143
Q99075	HBEGF
Q8NFB2	TMEM185A
Q6IQ49	SDE2
Q9BRS2	RIOK1
Q5VXU3	CHIC1
P38117	ETFB
O43155	FLRT2
P18084	ITGB5
Q9Y243	AKT3
O43598	DNPH1
Q6P5R6	RPL22L1
Q9BVV8	FAM174C
P08559	PDHA1
Q15262	PTPRK
P53004	BLVRA
O60312	ATP10A
Q96AH8	RAB7B
Q9NX63	CHCHD3
P98179	RBM3
Q8IVF5	TIAM2
P61353	RPL27
Q1ED39	KNOP1
P51784	USP11
Q56P03	EAPP
A5YM69	ARHGEF35
Q9UPW0	FOXJ3
P09651	HNRNPA1
P12882	MYH1
P14618	PKM
P12814	ACTN1
O43707	ACTN4
Q7Z6Z7	HUWE1
P60709	ACTB
P68133	ACTA1
P68032	ACTC1
P63261	ACTG1
P05386	RPLP1
Q13885	TUBB2A
Q13509	TUBB3
P68371	TUBB4B
Q9UKX2	MYH2
P30837	ALDH1B1
O43852	CALU
P61224	RAP1B
P62834	RAP1A
Q99729	HNRNPAB
P13929	ENO3
P09104	ENO2
P24844	MYL9
Q9H0U4	RAB1B
P25705	ATP5F1A
P31946	YWHAB
Q04917	YWHAH
P61981	YWHAG
